image,method,tp,fp,fn,tn,iou,dice,precision,recall,specificity,accuracy
IMG6-2,TAFE_full,1229,465,163,63679,0.6618201400289812,0.7965003240506643,0.7255017709725206,0.8829022988589869,0.992750685956609,0.9904174804687647
IMG_5776-1,Otsu,2675,34745,50,28066,0.07139044569236351,0.13326690746261485,0.07148583645357699,0.9816513761474623,0.44683256117647097,0.46907043457112263
IMG_5776-1,Adaptive,2328,28287,397,34524,0.07506771572592845,0.1396520695886633,0.07604115629895135,0.854311926610851,0.5496489468412386,0.5623168945319179
IMG_5776-1,Canny,1736,47345,989,15466,0.034671459957989474,0.06701926417969536,0.03537010248561486,0.6370642201968051,0.2462307557605416,0.2624816894542504
IMG_5776-1,Blackhat,1775,26902,950,35909,0.05991156715475778,0.11305012419873559,0.0618962931999097,0.6513761468017845,0.5716992246587832,0.5750122070318985
IMG_5776-1,UNet_no_TAFE,2276,432,449,62379,0.7209375989952189,0.8378428124454658,0.8404726735657138,0.8352293578042117,0.993122223814311,0.986557006835958
IMG_5776-1,TAFE_channel,978,95,1747,62716,0.3468085106614607,0.5150078989069246,0.9114631873335075,0.358899082592334,0.9984875260702767,0.9718933105469179
IMG_5776-1,TAFE_spatial,2061,175,664,62636,0.71068965518239,0.8308808707955879,0.9217352415061836,0.7563302752382998,0.9972138638136676,0.987197875976582
IMG_5776-1,TAFE_full,994,84,1731,62727,0.35386258457266423,0.5227452011695308,0.9220779220851504,0.36477064222514605,0.9986626546305605,0.9723052978516048
IMG_5776-2,Otsu,1317,33817,0,30402,0.037485057212280175,0.07226139200825145,0.037485057212280175,1.0,0.47341129572326973,0.48399353027422487
IMG_5776-2,Adaptive,1300,28488,17,35731,0.04361684281481759,0.08358784761587015,0.04364173493002672,0.9870918754755436,0.5563929678139548,0.5650482177741012
IMG_5776-2,Canny,614,46983,703,17236,0.012712215322955047,0.025105286831939518,0.012899972689428114,0.46621108584159365,0.26839408897792183,0.2723693847667353
IMG_5776-2,Blackhat,1315,23847,2,40372,0.052257192818899,0.09932399260130924,0.05226134647860957,0.9984813971147698,0.6286612996159568,0.6360931396489928
IMG_5776-2,UNet_no_TAFE,1281,854,36,63365,0.5900506679138623,0.7421784472844096,0.6000000000187354,0.9726651480658569,0.9867017549323616,0.9864196777343958
IMG_5776-2,TAFE_channel,570,133,747,64086,0.393103448317717,0.5643564356651309,0.8108108108377224,0.4328018223665298,0.9979289618337285,0.9865722656250205
IMG_5776-2,TAFE_spatial,1162,435,155,63784,0.6632420091516414,0.7975291695333724,0.7276142767859979,0.8823082763946615,0.9932263037418938,0.9909973144531388
IMG_5776-2,TAFE_full,696,188,621,64031,0.46245847179651434,0.6324398001075675,0.7873303167661391,0.5284738041360307,0.9970725174792553,0.9876556396484564
IMG_5778-1,Otsu,1372,40149,16,23999,0.033030791826484746,0.06394928803033408,0.03304352014876077,0.9884726224792166,0.3741192242947962,0.3871307373056227
IMG_5778-1,Adaptive,1353,27736,35,36412,0.04645653069960701,0.08878826656465928,0.046512427381324516,0.9747838616732865,0.5676248674945943,0.5762481689459591
IMG_5778-1,Canny,979,42325,409,21823,0.022396083547177276,0.043810972883192044,0.022607611308371956,0.7053314121249761,0.340197667894026,0.34793090820412
IMG_5778-1,Blackhat,1354,27883,34,36265,0.046257387861548094,0.08842448979889493,0.046311181040988095,0.9755043227683354,0.5653332917634761,0.5740203857428375
IMG_5778-1,UNet_no_TAFE,1040,516,348,63632,0.5462184874187911,0.7065217391404035,0.6683804627462481,0.7492795389229626,0.9919561015152585,0.9868164062500201
IMG_5778-1,TAFE_channel,873,147,515,64001,0.5687296417219068,0.7250830564898222,0.8558823529553057,0.6289625360497865,0.9977084242688818,0.9898986816406404
IMG_5778-1,TAFE_spatial,981,187,407,63961,0.6228571428810884,0.767605633811909,0.83989726028768,0.706772334315074,0.9970848662468088,0.9909362792968889
IMG_5778-1,TAFE_full,839,115,549,64033,0.5582168995636582,0.7164816396363587,0.8794549266373737,0.6044668588181219,0.9982072706865401,0.9898681640625154
IMG_6469-1,Otsu,2232,24425,41,38838,0.0836017679261233,0.1543034911885437,0.08373035225612885,0.9819621645410488,0.6139133458741857,0.6266784667974447
IMG_6469-1,Adaptive,2142,22879,131,40384,0.08516221374409524,0.15695757309607622,0.08560808920872223,0.9423669159726191,0.6383510108599998,0.6488952636724108
IMG_6469-1,Canny,1278,15543,995,47720,0.07173327346726688,0.13386404106455502,0.07597645800442318,0.5622525297156951,0.7543113668340826,0.74765014648476
IMG_6469-1,Blackhat,2217,12555,56,50708,0.14951443216111737,0.26013493693599216,0.15008123477423446,0.9753629564463104,0.801542765914039,0.8075714111331062
IMG_6469-1,UNet_no_TAFE,1260,156,1013,63107,0.518731988492436,0.683111954467793,0.8898305084823566,0.5543334800020091,0.9975341036624923,0.9821624755859647
IMG_6469-1,TAFE_channel,1177,65,1096,63198,0.5034217279938656,0.6697012802369928,0.9476650563649223,0.5178178618777908,0.9989725431927051,0.9822845458984645
IMG_6469-1,TAFE_spatial,1184,69,1089,63194,0.5055508112935291,0.6715825297881003,0.9449321628136527,0.5208974923220019,0.998909315081487,0.982330322265652
IMG_6469-1,TAFE_full,1140,42,1133,63221,0.49244060477354473,0.6599131693296697,0.9644670050791483,0.5015398152441031,0.9993361048322095,0.9820709228515898
IMG_6469-2,Otsu,2624,24263,47,38602,0.09742333110901676,0.1775492252548293,0.09759363261391157,0.9824035941601497,0.6140459715269004,0.629058837891191
IMG_6469-2,Adaptive,2448,23115,223,39750,0.09493523617817833,0.17340794786720476,0.09576340805423555,0.9165106701641141,0.632307325221296,0.6438903808599183
IMG_6469-2,Canny,1575,15995,1096,46870,0.08437801350538746,0.15562472210288214,0.08964143426812952,0.5896667914792338,0.7455658951725991,0.7392120361332104
IMG_6469-2,Blackhat,2554,10731,117,52134,0.19056857186098664,0.3201303584900969,0.1922468950004347,0.956196181207181,0.8293008828444615,0.8344726562502526
IMG_6469-2,UNet_no_TAFE,1111,38,1560,62827,0.4101144333920224,0.5816753926811079,0.9669277632752892,0.41594908276241305,0.9993955301041925,0.9756164550781622
IMG_6469-2,TAFE_channel,1317,49,1354,62816,0.48419117648955184,0.6524647015196318,0.9641288433408398,0.49307375516686364,0.9992205519764588,0.9785919189453451
IMG_6469-2,TAFE_spatial,1046,17,1625,62848,0.38913690478463037,0.5602570969587505,0.9840075258716832,0.3916136278775136,0.9997295792571388,0.9749450683594132
IMG_6469-2,TAFE_full,1179,22,1492,62843,0.4378017081530709,0.6089876033158835,0.9816819317250889,0.441407712488154,0.9996500437445325,0.9768981933594103
IMG_6469-3,Otsu,2316,19599,43,43578,0.10547408689723346,0.19082145505812464,0.10568104038737995,0.9817719372623243,0.6897763426568375,0.7002868652348323
IMG_6469-3,Adaptive,2177,22883,182,40294,0.0862451469808801,0.15879499617360662,0.08687150838353203,0.9228486646916978,0.6377954002253386,0.6480560302739745
IMG_6469-3,Canny,1336,14543,1023,48634,0.07904390013561091,0.14650729247095892,0.0841362806279732,0.5663416702176202,0.7698054671798759,0.7624816894534874
IMG_6469-3,Blackhat,2295,13839,64,49338,0.14168415854339,0.24820202239091438,0.14224618817935883,0.9728698601113662,0.7809487629995395,0.7878570556643862
IMG_6469-3,UNet_no_TAFE,525,4,1834,63173,0.22217520104857488,0.363573407224253,0.9924385633284615,0.22255192881633948,0.9999366858192065,0.9719543457031677
IMG_6469-3,TAFE_channel,982,12,1377,63165,0.41417123579020787,0.5857441097648153,0.9879275653935686,0.41627808395861476,0.9998100574576194,0.9788055419922198
IMG_6469-3,TAFE_spatial,570,2,1789,63175,0.2414231258262845,0.3889457523238163,0.9965034965041077,0.24162780842553508,0.9999683429096032,0.9726715087891042
IMG_6469-3,TAFE_full,907,9,1452,63168,0.3830236486747034,0.553893129784614,0.9901746724901556,0.3844849512766221,0.9998575430932145,0.9777069091797215
IMG_6469-4,Otsu,2716,13429,115,49276,0.16703567036182634,0.28625632378116433,0.16822545680292209,0.9593783115521237,0.7858384498847207,0.7933349609378153
IMG_6469-4,Adaptive,2573,22706,258,39999,0.10075576614676447,0.18306652437145832,0.10178408956405796,0.9088661250473732,0.637891715174806,0.6495971679692847
IMG_6469-4,Canny,1506,18395,1325,44310,0.07095072081847287,0.13250043991231522,0.0756745892212669,0.531967502665773,0.706642213540058,0.6990966796879592
IMG_6469-4,Blackhat,2563,10027,268,52678,0.19933115570695806,0.33240386486393614,0.20357426529623845,0.9053338043127752,0.8400924966113705,0.8429107666018022
IMG_6469-4,UNet_no_TAFE,1107,108,1724,62597,0.3766587274795285,0.5472071181525653,0.911111111118427,0.39102790535531523,0.9982776493102651,0.9720458984375426
IMG_6469-4,TAFE_channel,936,59,1895,62646,0.32387543254934686,0.4892838473735159,0.9407035175938991,0.3306252207936904,0.9990590861972745,0.9701843261719205
IMG_6469-4,TAFE_spatial,1068,59,1763,62646,0.36955017303219556,0.5396664982430605,0.9476486246719034,0.37725185449038323,0.9990590861972745,0.9721984863281674
IMG_6469-4,TAFE_full,983,41,1848,62664,0.3422701950089739,0.5099870298440989,0.95996093750391,0.3472271282463007,0.9993461446455636,0.9711761474609815
IMG_6469-5,Otsu,2736,18957,24,43819,0.1259842519725285,0.22377622377939813,0.1261236343561235,0.991304347826402,0.6980215368935612,0.7103729248051295
IMG_6469-5,Adaptive,2675,23703,85,39073,0.10108453312511398,0.1836090328808305,0.10141026613427322,0.9692028985518405,0.6224193959480974,0.6370239257818039
IMG_6469-5,Canny,1548,27536,1212,35240,0.051095854241315374,0.09722396684117188,0.05322514097423592,0.5608695652333019,0.561361029693575,0.5613403320319194
IMG_6469-5,Blackhat,2645,14178,115,48598,0.1561577518056668,0.27013225757406867,0.1572252273723044,0.9583333333348429,0.7741493564423121,0.7819061279300202
IMG_6469-5,UNet_no_TAFE,2380,369,380,62407,0.760626398217941,0.8640406607394439,0.8657693706851303,0.8623188405846985,0.9941219574359722,0.9885711669922049
IMG_6469-5,TAFE_channel,1397,7,1363,62769,0.5048789302672614,0.6709894332451731,0.9950142450146001,0.5061594203077479,0.9998884924174846,0.9790954589844069
IMG_6469-5,TAFE_spatial,2259,125,501,62651,0.7830155979277984,0.8783048211532212,0.9475671140961591,0.8184782608761421,0.9980087931693673,0.9904479980468895
IMG_6469-5,TAFE_full,1464,7,1296,62769,0.529092880392877,0.6920349799174654,0.995241332427244,0.530434782625709,0.9998884924174846,0.9801177978515928
IMG_6469-6,Otsu,2197,22680,7,40652,0.08828966404481477,0.16225397880742123,0.08831450737995612,0.9968239564429753,0.6418871976257786,0.6538238525395907
IMG_6469-6,Adaptive,2143,22212,61,41120,0.08777031455157368,0.16137655785548635,0.08799014576436874,0.9723230490030706,0.6492768268811197,0.6601409912114561
IMG_6469-6,Canny,1292,16868,912,46464,0.06774328859549211,0.12689059124372964,0.07114537445445404,0.5862068965704988,0.7336575506856982,0.728698730469164
IMG_6469-6,Blackhat,2185,10155,19,53177,0.1767942390227624,0.3004675467594852,0.17706645057392975,0.9913793103452188,0.8396545190427593,0.8447570800783619
IMG_6469-6,UNet_no_TAFE,2113,594,91,62738,0.7551822730609299,0.8605172062744754,0.7805688954643306,0.9587114337586792,0.9906208551759133,0.9895477294922035
IMG_6469-6,TAFE_channel,1801,83,403,63249,0.7874945343337345,0.8811154598854913,0.9559447983038246,0.8171506352170078,0.998689446093604,0.9925842285156363
IMG_6469-6,TAFE_spatial,1993,199,211,63133,0.8293799417465927,0.9067333939966621,0.909215328471295,0.9042649727811133,0.9968578285858699,0.9937438964843845
IMG_6469-6,TAFE_full,1663,27,541,63305,0.7454056477030299,0.8541345660027186,0.9840236686399986,0.754537205092807,0.9995736752352687,0.9913330078125132
IMG_6469-7,Otsu,1829,22491,13,41203,0.07516541322863944,0.13982111459697338,0.07520559210906577,0.9929424538548891,0.6468898169377856,0.6566162109380239
IMG_6469-7,Adaptive,1806,24081,36,39613,0.06966786251950134,0.13026073785881112,0.06976474678769358,0.980456026059693,0.6219267120927844,0.632003784180249
IMG_6469-7,Canny,1030,23687,812,40007,0.04034627286991129,0.07756316126707495,0.04167172391859177,0.5591748100130741,0.6281125380732437,0.6261749267583829
IMG_6469-7,Blackhat,1759,16261,83,47433,0.09716621554937212,0.17712214278936098,0.09761376249113422,0.9549402823042921,0.7447012277455574,0.7506103515628806
IMG_6469-7,UNet_no_TAFE,999,143,843,63551,0.5032745592189786,0.6695710455874809,0.8747810858253255,0.5423452768978096,0.9977548905705439,0.984954833984398
IMG_6469-7,TAFE_channel,620,10,1222,63684,0.33477321817846795,0.5016181229975074,0.9841269841295036,0.336590662359577,0.9998429993405975,0.9812011718750286
IMG_6469-7,TAFE_spatial,954,34,888,63660,0.5085287846743854,0.6742049470079787,0.965587044537896,0.5179153094724258,0.9994661977580315,0.9859313964843964
IMG_6469-7,TAFE_full,674,8,1168,63686,0.3643243243586851,0.5340729001769385,0.9882697947231276,0.3659066232700376,0.999874399472478,0.9820556640625274
IMG_6472-1,Otsu,2265,34852,0,28419,0.06102325080404929,0.11502716977523988,0.06102325080404929,1.0,0.44916312370683387,0.46820068359456146
IMG_6472-1,Adaptive,2210,25632,55,37639,0.0792199878156102,0.14680971202993717,0.07937648157790612,0.9757174392946704,0.5948854925643741,0.6080474853521606
IMG_6472-1,Canny,757,23367,1508,39904,0.02953339575909202,0.05737239001456148,0.03137953905226588,0.3342163355702333,0.630683883612349,0.6204376220708917
IMG_6472-1,Blackhat,1762,15422,503,47849,0.09962119071012822,0.18119183505999695,0.10253724395308114,0.7779249448221668,0.7562548402905656,0.7570037841800583
IMG_6472-1,UNet_no_TAFE,2172,1203,93,62068,0.626297577865447,0.770212765961521,0.6435555555661169,0.9589403973528061,0.9809865499202146,0.9802246093750302
IMG_6472-1,TAFE_channel,976,54,1289,63217,0.4208710651392466,0.5924127465981058,0.9475728155390705,0.4309050772878188,0.9991465284253463,0.9795074462890938
IMG_6472-1,TAFE_spatial,2109,635,156,62636,0.7272413793197503,0.8420842483561173,0.7685860058393372,0.9311258278176103,0.9899638064832388,0.9879302978515809
IMG_6472-1,TAFE_full,1053,61,1212,63210,0.4527085124912852,0.6232613199282846,0.9452423698433355,0.4649006622752804,0.9990358932212245,0.9805755615234671
IMG_6472-2,Otsu,1036,37862,0,26638,0.02663376009299544,0.05188561126095085,0.02663376009299544,1.0,0.4129922480629256,0.4222717285165066
IMG_6472-2,Adaptive,1018,26256,18,38244,0.03730030778602777,0.07191805016223271,0.03732492484037059,0.9826254826271595,0.5929302325587706,0.5990905761724867
IMG_6472-2,Canny,942,27380,94,37120,0.03315033784124032,0.06417330881168958,0.03326036297213028,0.9092664092751672,0.5755038759696504,0.5807800292975147
IMG_6472-2,Blackhat,958,19952,78,44548,0.04564513055533807,0.08730520368592315,0.04581539933502718,0.9247104247176919,0.6906666666671463,0.6943664550785914
IMG_6472-2,UNet_no_TAFE,1019,3951,17,60549,0.2043312612952811,0.3393273393383396,0.20503018110251447,0.9835907335923174,0.9387441860466066,0.9394531250000924
IMG_6472-2,TAFE_channel,504,54,532,64446,0.4623853211502399,0.6323713927457734,0.903225806468956,0.4864864865360534,0.9991627906976757,0.9910583496093887
IMG_6472-2,TAFE_spatial,1027,3271,9,61229,0.2384490364699687,0.3850768654033544,0.2389483480865764,0.9913127413135798,0.9492868217055049,0.9499511718750764
IMG_6472-2,TAFE_full,608,59,428,64441,0.5552511415931277,0.7140340575622999,0.9115442278993187,0.5868725869124639,0.9990852713178309,0.9925689697265738
IMG_6472-3,Otsu,913,27303,0,37320,0.032357527647319397,0.06268666964515539,0.032357527647319397,1.0,0.5775033656754136,0.5833892822271982
IMG_6472-3,Adaptive,900,26860,13,37763,0.03240557376217043,0.06277682837839509,0.03242074928302442,0.9857612267266417,0.5843585101286162,0.5899505615240632
IMG_6472-3,Canny,698,25406,215,39217,0.026520764470433826,0.05167117000758163,0.026739197061650552,0.7645125958636897,0.6068582393271639,0.609054565430284
IMG_6472-3,Blackhat,812,17225,101,47398,0.04476789062165196,0.08569920844809657,0.045018572938709214,0.889375684568524,0.7334540333940959,0.7356262207035285
IMG_6472-3,UNet_no_TAFE,892,3902,21,60721,0.18525441330871745,0.31259856318008417,0.1860659157449715,0.9769989047122674,0.9396190210916553,0.9401397705079039
IMG_6472-3,TAFE_channel,595,150,318,64473,0.5597365945851611,0.7177322074959148,0.7986577181478312,0.6516976999286201,0.9976788449932722,0.9928588867187609
IMG_6472-3,TAFE_spatial,871,3447,42,61176,0.19977064222018875,0.3330147199515769,0.20171375638717662,0.9539978094245347,0.9466598579453961,0.9467620849610188
IMG_6472-3,TAFE_full,600,138,313,64485,0.5708848715917331,0.7268322229117606,0.8130081301066384,0.6571741511876041,0.9978645373938104,0.993118286132823
IMG_6472-4,Otsu,1308,31973,5,32250,0.03929580003893741,0.07562004972227664,0.039301703677656015,0.9961919268852862,0.5021565482778722,0.5120544433601195
IMG_6472-4,Adaptive,1298,27503,15,36720,0.0450444197701102,0.08620575148075245,0.045067879590829946,0.9885757806558587,0.5717577814808219,0.5801086425787657
IMG_6472-4,Canny,878,30892,435,33331,0.027262847386967045,0.05307862044236291,0.027636134721348328,0.6686976390199011,0.5189885243611806,0.5219879150397919
IMG_6472-4,Blackhat,1302,16030,11,48193,0.07507351669794687,0.139662107808315,0.07512116317173366,0.9916222391476297,0.7504009467017262,0.755233764648811
IMG_6472-4,UNet_no_TAFE,1281,1069,32,63154,0.5377833753342661,0.6994266994349051,0.5451063829980807,0.9756283320658318,0.9833548728648874,0.9832000732422131
IMG_6472-4,TAFE_channel,1056,107,257,64116,0.7436619718490379,0.8529886914437403,0.9079965606269994,0.8042650419037117,0.9983339302119204,0.9944458007812584
IMG_6472-4,TAFE_spatial,1215,383,98,63840,0.7163915094506845,0.834764685680702,0.7603254067734465,0.9253617669516099,0.9940364044034161,0.9926605224609487
IMG_6472-4,TAFE_full,1030,87,283,64136,0.7357142857331633,0.8477366255206693,0.9221128021555852,0.7844630617072,0.9986453451255801,0.9943542480468837
IMG_6472-5,Otsu,1402,25786,0,38348,0.05156686773925421,0.09807625044037048,0.05156686773925421,1.0,0.5979355723959242,0.6065368652349754
IMG_6472-5,Adaptive,1396,26583,6,37551,0.049883866360372044,0.09502739866207743,0.049894563783373626,0.9957203994296918,0.5855084666486021,0.5942840576178066
IMG_6472-5,Canny,774,31293,628,32841,0.023673344551082203,0.04625175535855194,0.024136963236273623,0.5520684736410792,0.5120684816173761,0.5129241943366807
IMG_6472-5,Blackhat,1392,19545,10,44589,0.06645343008991048,0.12462509512903609,0.06648516979955828,0.9928673323828198,0.6952474506506763,0.7016143798832678
IMG_6472-5,UNet_no_TAFE,1309,931,93,63203,0.5610801543265719,0.7188358045107404,0.5843750000185548,0.9336661911602235,0.9854835188823627,0.9843750000000239
IMG_6472-5,TAFE_channel,877,91,525,64043,0.5874079035775346,0.740084388196621,0.9059917355469017,0.625534950098036,0.9985810958306068,0.9906005859375143
IMG_6472-5,TAFE_spatial,1232,408,170,63726,0.6806629834430573,0.8099934253842869,0.7512195122102915,0.8787446505079355,0.9936383197679957,0.9911804199218884
IMG_6472-5,TAFE_full,926,82,476,64052,0.6239892183541785,0.7684647303000638,0.918650793658864,0.6604850214222193,0.9987214270121952,0.991485595703138
IMG_6472-6,Otsu,891,35446,1,29198,0.02451978645213132,0.04786591098593068,0.024520461240541264,0.9988789237669419,0.45167378256380847,0.45912170410238784
IMG_6472-6,Adaptive,885,26838,7,37806,0.031914893620512384,0.06185567010637129,0.03192295206495717,0.9921524663685928,0.5848338592915278,0.5903778076178126
IMG_6472-6,Canny,627,31960,265,32684,0.019085596009317283,0.03745631590239417,0.019240801549638687,0.7029147982395836,0.5055999009969903,0.5082855224616878
IMG_6472-6,Blackhat,883,18419,9,46225,0.04572523432734853,0.08745171833669678,0.04574655476610845,0.9899103139024764,0.7150702308029901,0.7188110351566791
IMG_6472-6,UNet_no_TAFE,886,2870,6,61774,0.2355130250070305,0.38123924269833825,0.23588924389680807,0.9932735426016509,0.9556029948642478,0.956115722656317
IMG_6472-6,TAFE_channel,473,56,419,64588,0.49894514773217885,0.6657283603331647,0.8941398865984613,0.5302690583486246,0.9991337169729609,0.9927520751953236
IMG_6472-6,TAFE_spatial,853,2039,39,62605,0.2910269532824624,0.4508456659764576,0.2949515906191234,0.9562780269107312,0.9684580162119169,0.9682922363281734
IMG_6472-6,TAFE_full,582,110,310,64534,0.5808383233951259,0.7348484848652242,0.8410404624507167,0.6524663677519656,0.998298372625459,0.9935913085937598
IMG_6472-7,Otsu,1178,26242,10,38106,0.042945679915993636,0.08235458613296157,0.04296134208955886,0.9915824915832001,0.5921862373351274,0.5994262695318612
IMG_6472-7,Adaptive,1170,25571,18,38777,0.043723607014299025,0.0837838805575431,0.043753038409020784,0.9848484848497602,0.6026139118549099,0.6095428466802832
IMG_6472-7,Canny,801,24285,387,40063,0.03144505947854024,0.060972824849429196,0.03193016025260332,0.6742424242698448,0.6225989929762812,0.6235351562505744
IMG_6472-7,Blackhat,1184,17488,4,46860,0.0633968729970904,0.11923464250191723,0.06341045416097145,0.9966329966332801,0.7282277615470127,0.7330932617191572
IMG_6472-7,UNet_no_TAFE,1176,1691,12,62657,0.40847516500838926,0.5800246609228107,0.41018486224589523,0.9898989898998402,0.9737210169702653,0.9740142822266021
IMG_6472-7,TAFE_channel,800,162,388,64186,0.5925925926227709,0.7441860465235263,0.8316008316183368,0.6734006734281649,0.9974824392366546,0.9916076660156378
IMG_6472-7,TAFE_spatial,1139,1132,49,63216,0.4909482758840109,0.6585718415825795,0.5015411713121295,0.9587542087576806,0.9824081556536607,0.981979370117215
IMG_6472-7,TAFE_full,861,150,327,64198,0.643497757874178,0.7830832196551577,0.8516320474924202,0.724747474770644,0.9976689252191246,0.9927215576171986
IMG_6472-8,Otsu,1204,23594,7,40731,0.04853860109232599,0.0925833365408413,0.048552302608885586,0.9942196531796681,0.6332063738831976,0.6398773193364871
IMG_6472-8,Adaptive,1189,24736,22,39589,0.04582418006302916,0.08763266509770182,0.045863066541771025,0.9818331957075283,0.6154527788579628,0.6222229003912014
IMG_6472-8,Canny,898,22084,313,42241,0.038549044863539175,0.07423634936107867,0.03907405796258344,0.7415359207480151,0.6566809172177899,0.658248901367709
IMG_6472-8,Blackhat,1199,16097,12,48228,0.069274324017395,0.12957259415826675,0.06932238668438181,0.9900908340222881,0.7497551496311702,0.7541961669925625
IMG_6472-8,UNet_no_TAFE,1137,830,74,63495,0.5570798628340481,0.7155443675356972,0.5780376207636991,0.9388934764707768,0.9870967741935684,0.9862060546875211
IMG_6472-8,TAFE_channel,591,67,620,64258,0.46244131459605303,0.6324237560389286,0.8981762918087878,0.48802642448488626,0.9989584143023724,0.9895172119140785
IMG_6472-8,TAFE_spatial,1146,378,65,63947,0.7212083071289359,0.8380255941558309,0.751968503953283,0.9463253509540607,0.9941235911387577,0.9932403564453228
IMG_6472-8,TAFE_full,745,86,466,64239,0.574402467264888,0.7296767874765094,0.8965102286526462,0.6151940545321887,0.9986630392537914,0.9915771484375129
IMG_6514-1,Otsu,2406,24635,24,38471,0.08889709957846333,0.16327915578309768,0.08897599941167494,0.9901234567905299,0.6096250752707989,0.6237335205083866
IMG_6514-1,Adaptive,2390,23212,40,39894,0.09320645815812648,0.1705194063956531,0.09335208187214532,0.9835390946508832,0.6321744366627069,0.6452026367192913
IMG_6514-1,Canny,1493,40773,937,22333,0.03455778534121576,0.06680687310035169,0.035323901010184726,0.6144032921969382,0.3538966183891327,0.36355590820409617
IMG_6514-1,Blackhat,2417,14410,13,48696,0.14352731591957524,0.25102560108401606,0.14363820051617257,0.9946502057615371,0.7716540424052045,0.7799224853518983
IMG_6514-1,UNet_no_TAFE,2401,6308,29,56798,0.2747768368130604,0.43109794416526526,0.275691813075259,0.9880658436218903,0.9000412005199188,0.903305053711085
IMG_6514-1,TAFE_channel,1890,655,540,62451,0.6126418152475643,0.7597989949797025,0.7426326129767139,0.7777777777869228,0.9896206382911457,0.9817657470703404
IMG_6514-1,TAFE_spatial,2379,4448,51,58658,0.3458854318210834,0.5139894134221239,0.3484693130313685,0.979012345679876,0.9295154185023143,0.9313507080079173
IMG_6514-1,TAFE_full,1989,646,441,62460,0.6466189857071971,0.7853899309025589,0.7548387096867235,0.818518518525987,0.9897632554749315,0.9834136962890878
IMG_6514-2,Otsu,2690,20272,49,42525,0.11690061275426143,0.20933037625302778,0.11715007403920759,0.9821102592193461,0.6771820309892556,0.6899261474614107
IMG_6514-2,Adaptive,2533,20986,206,41811,0.10676501580987664,0.19293167796788432,0.10770015732340787,0.9247900693711285,0.6658120610862528,0.6766357421879934
IMG_6514-2,Canny,2037,35983,702,26814,0.05260575383747584,0.0999533845307786,0.05357706470527728,0.743702081060836,0.4269949201404096,0.44023132324304165
IMG_6514-2,Blackhat,2627,15855,112,46942,0.14128213402634568,0.24758493945032,0.14213829672577566,0.959109163929934,0.7475197859774392,0.7563629150394343
IMG_6514-2,UNet_no_TAFE,2705,10230,34,52567,0.20857429254986062,0.3451575858150749,0.2091225357618158,0.9875867104787299,0.837094128700675,0.843383789062739
IMG_6514-2,TAFE_channel,1392,145,1347,62652,0.4826629681177995,0.6510757717574585,0.9056603773646285,0.5082146769073307,0.9976909724986899,0.9772338867187847
IMG_6514-2,TAFE_spatial,2697,8616,42,54181,0.23751651255625258,0.3838599487661268,0.2383983028441757,0.9846659364737252,0.8627959934393955,0.8678894042970766
IMG_6514-2,TAFE_full,1562,185,1177,62612,0.5341997264181191,0.6963887650535803,0.8941041785979333,0.570281124513681,0.9970539993948803,0.9792175292969068
IMG_6514-3,Otsu,2486,24630,74,38346,0.09143067304490095,0.1675427955278085,0.09168018882175955,0.9710937500011292,0.6088986280494015,0.6230468750005752
IMG_6514-3,Adaptive,2386,21887,174,41089,0.09759888739273694,0.17784071852130645,0.09829852099411568,0.9320312500026551,0.6524549034558365,0.6633758544927012
IMG_6514-3,Canny,1863,36752,697,26224,0.047390109892533096,0.0904918032808974,0.048245500455656495,0.7277343750106354,0.41641260162694294,0.4285736083993094
IMG_6514-3,Blackhat,2475,15805,85,47171,0.1347672202606329,0.2375239923261155,0.13539387309006895,0.966796875001297,0.7490313770329189,0.7575378417972449
IMG_6514-3,UNet_no_TAFE,2560,15232,0,47744,0.14388489209114272,0.25157232704770255,0.14388489209114272,1.0,0.7581300813011971,0.7675781250003546
IMG_6514-3,TAFE_channel,988,148,1572,62828,0.36484490401163794,0.5346320346446258,0.8697183098706233,0.3859375000239868,0.9976498983739874,0.9737548828125401
IMG_6514-3,TAFE_spatial,2558,13830,2,49146,0.15607077486787022,0.2700021110445957,0.15608982182599407,0.9992187500000305,0.7803925304881536,0.7889404296878221
IMG_6514-3,TAFE_full,1312,168,1248,62808,0.48093841644131463,0.6495049505037251,0.8864864864941563,0.5125000000190431,0.9973323170731749,0.978393554687533
IMG_6516-1,Otsu,2655,23311,189,39381,0.10151022749339891,0.18431100312674656,0.10224909497380323,0.933544303799805,0.628166273209296,0.6414184570317971
IMG_6516-1,Adaptive,2580,21945,264,40747,0.10407842188428706,0.18853447331218334,0.1051987767620583,0.9071729957838547,0.6499553372046674,0.6611175537114546
IMG_6516-1,Canny,1727,14148,1117,48544,0.1016360640354188,0.1845184037652411,0.10878740158041708,0.6072433192824458,0.7743252727624349,0.7670745849612929
IMG_6516-1,Blackhat,2642,7698,202,54994,0.25061658130098063,0.40078883495600126,0.25551257254104914,0.9289732770770404,0.8772092132969482,0.879455566406434
IMG_6516-1,UNet_no_TAFE,2611,3833,233,58859,0.39104388199204665,0.5622308354913627,0.4051831160862014,0.9180731364304475,0.9388598226249938,0.9379577636719697
